<v>,10

<b>,effect/animations.dat,C7307F27,C7307F27,918506,N,N,1,0,0,0,1,6,13
<b>,effect/models.dat,47988784,47988784,5919673,N,N,1,0,0,0,2,3,4,5,6,7,8,10,13,14,15,20,23
<b>,effect/textures/textures_a.dat,8541B608,8541B608,5446202,N,N,1,0,0,0
<b>,effect/textures/textures_b.dat,5976883B,5976883B,4102370,N,N,1,0,0,0
<b>,effect/textures/textures_c.dat,59D07C0B,59D07C0B,12838454,N,N,1,0,0,0
<b>,effect/textures/textures_d.dat,F2E4DD10,F2E4DD10,686546,N,N,1,0,0,0
<b>,effect/textures/textures_e.dat,1FEDF0E6,1FEDF0E6,2221450,N,N,1,0,0,0
<b>,effect/textures/textures_f.dat,8AB9C123,8AB9C123,2933634,N,N,1,0,0,0
<b>,effect/textures/textures_g.dat,ADD785F7,ADD785F7,8201246,N,N,1,0,0,0
<b>,effect/textures/textures_h.dat,DE3A6E4E,DE3A6E4E,1934330,N,N,1,0,0,0
<b>,effect/textures/textures_i.dat,42AE6182,42AE6182,285278,N,N,1,0,0,0
<b>,effect/textures/textures_j.dat,61B7BBE2,61B7BBE2,37229,N,N,1,0,0,0
<b>,effect/textures/textures_k.dat,D2B8031B,D2B8031B,15145942,N,N,1,0,0,0
<b>,effect/textures/textures_l.dat,84AA3D0F,84AA3D0F,2060722,N,N,1,0,0,0
<b>,effect/textures/textures_m.dat,E4B2A2DC,E4B2A2DC,6131322,N,N,1,0,0,0
<b>,effect/textures/textures_n.dat,7A901B6B,7A901B6B,810414,N,N,1,0,0,0
<b>,effect/textures/textures_o.dat,850E9E72,850E9E72,308126,N,N,1,0,0,0
<b>,effect/textures/textures_p.dat,ABF9A422,ABF9A422,1048330,N,N,1,0,0,0
<b>,effect/textures/textures_q.dat,30DB1266,30DB1266,135550,N,N,1,0,0,0
<b>,effect/textures/textures_r.dat,0FB3098C,0FB3098C,6636874,N,N,1,0,0,0
<b>,effect/textures/textures_s.dat,0A285B90,0A285B90,8227646,N,N,1,0,0,0
<b>,effect/textures/textures_t.dat,DDF1F59B,DDF1F59B,4365226,N,N,1,0,0,0
<b>,effect/textures/textures_v.dat,2223DDB6,2223DDB6,135750,N,N,1,0,0,0
<b>,effect/textures/textures_w.dat,501F4164,501F4164,3168186,N,N,1,0,0,0
<b>,effect/textures/textures.dat,EE7E38BF,EE7E38BF,4207345,N,N,1,0,0,0
<b>,effect/particle.dat,0AAC54B3,0AAC54B3,272714,N,N,1,0,0,0
<b>,effect/prefabs/prefab_btl_2d.dat,BD02DA96,BD02DA96,590890,N,N,1,0,0,0,0,81,79,25,3,7,9,10,14,17,19,20
<b>,effect/prefabs/prefab_btl_3d_avt001.dat,770613B1,770613B1,139149,N,N,1,0,0,0,1,2,3,17,19
<b>,effect/prefabs/prefab_btl_3d_avt002.dat,A3F6C59A,A3F6C59A,101817,N,N,1,0,0,0,2,3,17,19
<b>,effect/prefabs/prefab_btl_3d_avt100.dat,176D9416,176D9416,545430,N,N,1,0,0,0,0,80,1,25,4,7,10,13,14,17,19,20,23
<b>,effect/prefabs/prefab_btl_3d_avt110.dat,45A391A4,45A391A4,24908,N,N,1,0,0,0,80,1
<b>,effect/prefabs/prefab_btl_3d_avt120.dat,9EC800FC,9EC800FC,232742,N,N,1,0,0,0,0,80,1,25,7,14,20,23
<b>,effect/prefabs/prefab_btl_3d_avt130.dat,3AF46B4D,3AF46B4D,628321,N,N,1,0,0,0,0,80,1,25,4,7,10,13,14,17,19,20,23
<b>,effect/prefabs/prefab_btl_3d_avt150.dat,1E52CAEC,1E52CAEC,344233,N,N,1,0,0,0,80,1,25,2,5,7,14,20,22,23
<b>,effect/prefabs/prefab_btl_3d_avt160.dat,B36F9A03,B36F9A03,983405,N,N,1,0,0,0,0,25,2,5,6,7,12,14,17,19,20,22,23
<b>,effect/prefabs/prefab_btl_3d_avt170.dat,0A9B8CFD,0A9B8CFD,1053954,N,N,1,0,0,0,1,25,2,4,8,9,14,17,19,20,21,23
<b>,effect/prefabs/prefab_btl_3d_avt180.dat,A116C18E,A116C18E,1311394,N,N,1,0,0,0,0,1,25,2,4,5,7,9,13,14,17,19,20,21
<b>,effect/prefabs/prefab_btl_3d_avt190.dat,01405307,01405307,1016485,N,N,1,0,0,0,0,1,25,3,5,6,7,8,9,10,13,14,17,19,20,21
<b>,effect/prefabs/prefab_btl_3d_avt200.dat,25F933AD,25F933AD,735882,N,N,1,0,0,0,1,25,2,4,7,14,17,19,20,22
<b>,effect/prefabs/prefab_btl_3d_avt210.dat,7FE9AC56,7FE9AC56,275962,N,N,1,0,0,0,0,80,1,25,2,4,6,7,10,13,14,17,19,20,23
<b>,effect/prefabs/prefab_btl_3d_avt220.dat,2CA0EF89,2CA0EF89,1395138,N,N,1,0,0,0,0,1,25,2,5,7,13,14,17,19,20,21
<b>,effect/prefabs/prefab_btl_3d_avt230.dat,3C706B66,3C706B66,1142526,N,N,1,0,0,0,1,25,4,7,14,17,20
<b>,effect/prefabs/prefab_btl_3d_avt250.dat,FA737A8F,FA737A8F,827810,N,N,1,0,0,0,80,1,25,2,3,5,7,10,13,14,17,19,20,21,23
<b>,effect/prefabs/prefab_btl_3d_avt260.dat,C0824620,C0824620,1864866,N,N,1,0,0,0,0,80,1,25,2,3,5,6,7,9,10,13,14,17,19,20,23
<b>,effect/prefabs/prefab_btl_3d_avt300.dat,A312A9DA,A312A9DA,2700218,N,N,1,0,0,0,0,80,1,25,2,3,6,7,8,9,10,13,14,17,19,20,23
<b>,effect/prefabs/prefab_btl_3d_avt310.dat,7324A0CA,7324A0CA,1505921,N,N,1,0,0,0,1,25,2,7,9,10,13,14,17,19,20,21,22,23
<b>,effect/prefabs/prefab_btl_3d_avt320.dat,70485995,70485995,1398762,N,N,1,0,0,0,1,25,2,3,5,6,7,10,13,14,17,19,20,22,23
<b>,effect/prefabs/prefab_btl_3d_avt330.dat,D7CD6688,D7CD6688,2976626,N,N,1,0,0,0,1,25,2,3,4,5,6,7,9,10,13,14,17,19,20,23
<b>,effect/prefabs/prefab_btl_3d_avt340.dat,91A02239,91A02239,1880510,N,N,1,0,0,0,0,1,25,2,3,4,5,6,7,9,10,13,14,17,19,20,21,22,23
<b>,effect/prefabs/prefab_btl_3d_avt350.dat,877CDA40,877CDA40,2289833,N,N,1,0,0,0,0,80,1,25,24,2,3,5,6,7,10,13,14,17,19,20,21,23
<b>,effect/prefabs/prefab_btl_3d_avt360.dat,E2DBE04A,E2DBE04A,3796366,N,N,1,0,0,0,1,25,2,3,4,5,7,9,10,13,14,15,17,19,20,23
<b>,effect/prefabs/prefab_btl_3d_avt370.dat,FAA0EA3D,FAA0EA3D,2814794,N,N,1,0,0,0,80,1,25,2,3,5,6,7,9,10,13,14,17,19,20,23
<b>,effect/prefabs/prefab_btl_3d_avt380.dat,7F8CCCDC,7F8CCCDC,105466,N,N,1,0,0,0,0,1,25,3,7,20
<b>,effect/prefabs/prefab_btl_3d_avt390.dat,970846E0,970846E0,3185321,N,N,1,0,0,0,1,25,2,3,6,7,8,10,13,14,17,19,20,22,23
<b>,effect/prefabs/prefab_btl_3d_avt410.dat,0F367B98,0F367B98,4551426,N,N,1,0,0,0,80,1,25,2,3,4,5,6,7,9,10,13,14,17,19,20,22,23
<b>,effect/prefabs/prefab_btl_3d_avt420.dat,E539DCEC,E539DCEC,1882165,N,N,1,0,0,0,0,1,25,2,3,5,6,7,8,9,10,13,14,17,19,20,22,23
<b>,effect/prefabs/prefab_btl_3d_emg004.dat,DF81AD6A,DF81AD6A,4867682,N,N,1,0,0,0,0,1,25,2,3,4,5,6,7,8,9,13,14,17,19,20,21,23
<b>,effect/prefabs/prefab_btl_3d_ems001.dat,225D19CF,225D19CF,1308537,N,N,1,0,0,0,0,80,1,25,3,5,7,8,9,13,14,17,19,20,21,23
<b>,effect/prefabs/prefab_btl_3d_ems003.dat,5E27B246,5E27B246,1715690,N,N,1,0,0,0,0,80,1,25,2,3,5,6,7,9,13,14,17,19,20,21,23
<b>,effect/prefabs/prefab_btl_3d_ems012.dat,10A86D61,10A86D61,5215773,N,N,1,0,0,0,0,80,1,25,2,3,6,7,9,10,13,14,17,19,20,21,23
<b>,effect/prefabs/prefab_btl_3d_ems013.dat,355678A3,355678A3,7735126,N,N,1,0,0,0,0,80,1,25,2,3,4,5,6,7,8,9,10,12,13,14,17,19,20,21
<b>,effect/prefabs/prefab_btl_3d_ems014.dat,8140FB3D,8140FB3D,6263474,N,N,1,0,0,0,0,1,25,2,3,4,6,7,8,9,10,13,14,17,19,20,21,22,23
<b>,effect/prefabs/prefab_btl_3d_ems015.dat,E7434035,E7434035,6440178,N,N,1,0,0,0,0,84,80,1,25,2,3,4,6,7,8,9,13,17,19,20,21
<b>,effect/prefabs/prefab_btl_3d_ems016.dat,3F0EF678,3F0EF678,9915526,N,N,1,0,0,0,0,80,1,25,2,3,4,5,6,7,8,9,10,13,14,17,19,20,21,22,23
<b>,effect/prefabs/prefab_btl_3d_ems022.dat,85A303A7,85A303A7,1413270,N,N,1,0,0,0,1,25,2,3,5,6,7,8,9,13,14,17,19,20,22,23
<b>,effect/prefabs/prefab_btl_3d_ems024.dat,A42745C5,A42745C5,3766694,N,N,1,0,0,0,0,1,25,2,3,6,7,9,13,14,17,19,20,22,23
<b>,effect/prefabs/prefab_btl_3d_ems026.dat,BF40C9B7,BF40C9B7,4698690,N,N,1,0,0,0,1,25,2,3,4,7,8,9,10,13,14,15,17,19,20,21,23
<b>,effect/prefabs/prefab_btl_3d_ems035.dat,09FDB177,09FDB177,2563577,N,N,1,0,0,0,0,80,1,25,2,3,4,5,6,7,8,9,13,14,17,19,20,21,22,23
<b>,effect/prefabs/prefab_btl_3d_emt001.dat,41306AC1,41306AC1,1661138,N,N,1,0,0,0,80,1,25,2,4,7,8,9,10,12,13,14,15,17,19,20,23
<b>,effect/prefabs/prefab_btl_3d_emt002.dat,0377BDF2,0377BDF2,674237,N,N,1,0,0,0,1,25,2,3,4,7,8,9,13,14,15,17,19,20,23
<b>,effect/prefabs/prefab_btl_3d_emt003.dat,AFB253B8,AFB253B8,31057,N,N,1,0,0,0,80,1
<b>,effect/prefabs/prefab_btl_3d_emt007.dat,288FD7CA,288FD7CA,926082,N,N,1,0,0,0,1,25,2,3,4,5,7,9,14,17,19,20,21,23
<b>,effect/prefabs/prefab_btl_3d_pl1.dat,04F691AD,04F691AD,785133,N,N,1,0,0,0,0,80,1,25,2,3,4,6,7,10,13,14,17,19,20,23
<b>,effect/prefabs/prefab_btl_3d_pl2.dat,CA4807EA,CA4807EA,667666,N,N,1,0,0,0,0,80,1,25,2,4,6,7,10,13,14,17,19,20,23
<b>,effect/prefabs/prefab_btl_3d_pl3.dat,A5A92EEA,A5A92EEA,1020974,N,N,1,0,0,0,0,80,1,25,2,3,4,5,6,7,10,13,14,17,19,20,23
<b>,effect/prefabs/prefab_btl_3d_pl4.dat,52A9EE18,52A9EE18,1008958,N,N,1,0,0,0,0,80,1,25,2,3,4,5,6,7,9,10,13,14,17,19,20,23
<b>,effect/prefabs/prefab_btl.dat,0864FD3C,0864FD3C,3082026,N,N,1,0,0,0,0,81,79,80,1,25,2,3,4,5,7,8,9,10,11,13,14,17,19,20,21,22,23
<b>,effect/prefabs/prefab_cmn.dat,B4767A89,B4767A89,544114,N,N,1,0,0,0,82,1,3,7,13,14,16,17,19,20,23
<b>,effect/prefabs/prefab_exp.dat,E915E942,E915E942,314986,N,N,1,0,0,0,0,83,25,3,4,9,13,14,19,20,23
<b>,effect/eel/eel_btl_2d.dat,011FA5BC,011FA5BC,509426,N,N,1,0,0,0
<b>,effect/eel/eel_btl_3d.dat,751C4A53,751C4A53,3005202,N,N,1,0,0,0
<b>,effect/eel/eel_btl.dat,A3A05904,A3A05904,482334,N,N,1,0,0,0
<b>,effect/eel/eel_cmn.dat,A0E03042,A0E03042,702654,N,N,1,0,0,0
<b>,effect/eel/eel_exp.dat,B7477E80,B7477E80,395490,N,N,1,0,0,0
<b>,effect/eel/eel.dat,FF5CFFEE,FF5CFFEE,4841,N,N,1,0,0,0
<b>,effect/table.dat,42256DEF,42256DEF,25305,N,N,1,0,0,0
<b>,card/icon/10/000/card_10000010_icon.dat,EE1EFB6D,227AB688,176037,N,N,1,0,0,1
<b>,card/icon/10/000/card_10000020_icon.dat,FCE534EF,B4B5A426,233428,N,N,2,0,0,1
<b>,card/icon/10/000/card_10000030_icon.dat,470932CE,41E7C153,279112,N,N,1,0,0,1
<b>,card/icon/10/000/card_10000040_icon.dat,481D3C2D,F1FDB82E,298164,N,N,2,0,0,1
<b>,card/icon/10/000/card_10000050_icon.dat,5B000A38,06BEC26B,285723,N,N,2,0,0,1
<b>,card/icon/10/000/card_10000060_icon.dat,FFCCFC25,F9B98FF1,293505,N,N,1,0,0,1
<b>,card/icon/10/000/card_10000070_icon.dat,180B88C6,6D9DEDDE,290707,N,N,2,0,0,1
<b>,card/icon/10/000/card_10000080_icon.dat,209808DC,4C212BAD,300382,N,N,2,0,0,1
<b>,card/icon/10/000/card_10000090_icon.dat,330027AD,94BCBC8E,290315,N,N,1,0,0,1
<b>,card/icon/10/000/card_10000100_icon.dat,B65A0461,2BA0BBE2,277267,N,N,2,0,0,1
<b>,card/icon/10/000/card_10000110_icon.dat,32737361,24524B0B,287620,N,N,2,0,0,1
<b>,card/icon/10/000/card_10000120_icon.dat,DD1EE6AC,0B996326,143887,N,N,1,0,0,1
<b>,card/icon/10/000/card_10000130_icon.dat,B2630A86,5768A261,452285,N,N,1,0,0,1
<b>,card/icon/10/000/card_10000140_icon.dat,41B37B82,7BE8AF05,61506,N,N,2,0,0,1
<b>,card/icon/10/000/card_10000150_icon.dat,0D9FD7F7,BDD5B28B,233918,N,N,2,0,0,1
<b>,card/icon/10/000/card_10000160_icon.dat,1CA94F3F,484F1509,224060,N,N,2,0,0,1
<b>,card/icon/10/000/card_10000170_icon.dat,DDAB33C5,F7331E3E,272312,N,N,2,0,0,1
<b>,card/icon/10/000/card_10000180_icon.dat,F7557C4D,4D9669FE,300643,N,N,2,0,0,1
<b>,card/icon/10/000/card_10000190_icon.dat,C7318B94,50DF6746,86608,N,N,2,0,0,1
<b>,card/icon/10/000/card_10000200_icon.dat,E1D41587,B39385C4,114614,N,N,2,0,0,1
<b>,card/icon/10/000/card_10000210_icon.dat,2D8F5868,041228F8,287445,N,N,1,0,0,1
<b>,card/icon/10/000/card_10000300_icon.dat,E926301D,17F23662,231812,N,N,2,0,0,1
<b>,card/icon/10/001/card_10001000_icon.dat,B8CE9763,B770DBBC,262190,N,N,1,0,0,1
<b>,card/icon/10/001/card_10001010_icon.dat,573B4398,26159AEB,113050,N,N,2,0,0,1
<b>,card/icon/10/001/card_10001020_icon.dat,6F156B31,AC32A107,234173,N,N,2,0,0,1
<b>,card/icon/10/001/card_10001030_icon.dat,BD307C37,9514702F,232797,N,N,1,0,0,1
<b>,card/icon/10/001/card_10001040_icon.dat,E54E1957,47F0DD8F,230917,N,N,2,0,0,1
<b>,card/icon/10/001/card_10001050_icon.dat,0EE153AF,DF93E77D,151815,N,N,2,0,0,1
<b>,card/icon/10/002/card_10002000_icon.dat,C903B82F,D847624F,180113,N,N,2,0,0,1
<b>,card/icon/10/002/card_10002010_icon.dat,D25A698B,E65F9516,202730,N,N,2,0,0,1
<b>,card/icon/10/002/card_10002020_icon.dat,6F9A8968,ED73ED0F,120337,N,N,2,0,0,1
<b>,card/icon/10/002/card_10002030_icon.dat,C273DB9B,866FCACB,32055,N,N,2,0,0,1
<b>,card/icon/10/003/card_10003000_icon.dat,5AD09671,C629E7D6,247130,N,N,2,0,0,1
<b>,card/icon/10/003/card_10003010_icon.dat,E42CF6C1,CD54DDDA,31538,N,N,2,0,0,1
<b>,card/icon/10/103/card_10103000_icon.dat,5106DBE3,889876D4,266790,N,N,2,0,0,1
<b>,card/icon/10/103/card_10103010_icon.dat,1807723A,8947477F,31432,N,N,2,0,0,1
<b>,card/icon/10/104/card_10104000_icon.dat,E54F6879,AE8FB8E7,265251,N,N,2,0,0,1
<b>,card/icon/10/104/card_10104010_icon.dat,85A1C26F,04C82182,85618,N,N,2,0,0,1
<b>,card/icon/10/105/card_10105000_icon.dat,5584AAA4,AF495154,237278,N,N,2,0,0,1
<b>,card/icon/10/105/card_10105010_icon.dat,EB6B0A71,4F2DFD8A,233339,N,N,2,0,0,1
<b>,card/icon/10/105/card_10105020_icon.dat,AF8301C3,11ED13F5,266006,N,N,2,0,0,1
<b>,card/icon/10/105/card_10105030_icon.dat,EEA2D619,FF9DC3C4,84179,N,N,2,0,0,1
<b>,card/icon/10/106/card_10106000_icon.dat,311D9B90,4B615952,168697,N,N,2,0,0,1
<b>,card/icon/10/107/card_10107000_icon.dat,5EB6508B,BEA35DC9,265206,N,N,2,0,0,1
<b>,card/icon/10/107/card_10107010_icon.dat,96A78EC2,26F55313,262712,N,N,1,0,0,1
<b>,card/icon/10/107/card_10107020_icon.dat,072B9DE7,1FCFC8AB,267197,N,N,2,0,0,1
<b>,card/icon/10/000/card_10108000_icon.dat,C890192E,9ADE307D,202007,N,N,2,0,0,1
<b>,card/icon/10/108/card_10108000_icon.dat,796AC63E,4D48F1C3,86382,N,N,2,0,0,1
<b>,card/icon/10/108/card_10108010_icon.dat,7F93256F,A0E7964E,287505,N,N,2,0,0,1
<b>,card/icon/10/108/card_10108020_icon.dat,E60CB360,230CC566,294119,N,N,2,0,0,1
<b>,card/icon/10/108/card_10108030_icon.dat,6A0EFE31,20160F62,88055,N,N,2,0,0,1
<b>,card/icon/10/109/card_10109000_icon.dat,8E2DB97C,019339F0,264608,N,N,2,0,0,1
<b>,card/icon/10/109/card_10109010_icon.dat,52E81C82,1078014C,291519,N,N,2,0,0,1
<b>,card/icon/10/109/card_10109020_icon.dat,3AFF5D86,B59F0663,208319,N,N,2,0,0,1
<b>,card/icon/10/109/card_10109030_icon.dat,CF78E765,4EDA724A,55108,N,N,2,0,0,1
<b>,card/icon/10/110/card_10110000_icon.dat,E09C8FAA,D0E993A0,265182,N,N,2,0,0,1
<b>,card/icon/10/110/card_10110010_icon.dat,8D821801,A19C0EE6,292399,N,N,2,0,0,1
<b>,card/icon/10/110/card_10110020_icon.dat,C6DE9BFA,573FA827,146299,N,N,2,0,0,1
<b>,card/icon/10/110/card_10110030_icon.dat,E5B2E08A,00DBA0E2,59044,N,N,2,0,0,1
<b>,card/icon/10/111/card_10111000_icon.dat,CE2202C9,6BD08F3E,249657,N,N,2,0,0,1
<b>,card/icon/10/111/card_10111010_icon.dat,0A7289F5,7C5C886E,288208,N,N,2,0,0,1
<b>,card/icon/10/111/card_10111020_icon.dat,CE959108,1BC80A28,151397,N,N,2,0,0,1
<b>,card/icon/10/111/card_10111030_icon.dat,71A24ACB,160D166F,59800,N,N,2,0,0,1
<b>,card/icon/10/111/card_10111040_icon.dat,6A63E557,BAF627A6,59661,N,N,2,0,0,1
<b>,card/icon/10/112/card_10112000_icon.dat,77526400,AB8B66DC,239141,N,N,2,0,0,1
<b>,card/icon/10/113/card_10113000_icon.dat,3366F8D8,28E85939,267523,N,N,2,0,0,1
<b>,card/icon/10/113/card_10113010_icon.dat,4964376F,EE3124B3,279988,N,N,2,0,0,1
<b>,card/icon/10/113/card_10113020_icon.dat,726E8443,33CA90D4,292147,N,N,2,0,0,1
<b>,card/icon/10/113/card_10113030_icon.dat,3FB7CB1F,5D56A422,279766,N,N,2,0,0,1
<b>,card/icon/10/113/card_10113040_icon.dat,D5ADF795,FCBEAC0D,281005,N,N,2,0,0,1
<b>,card/icon/10/113/card_10113050_icon.dat,454EDBCD,FA6A45C1,144418,N,N,2,0,0,1
<b>,card/icon/10/113/card_10113060_icon.dat,0E961CDC,BCC138E2,89249,N,N,2,0,0,1
<b>,card/icon/10/113/card_10113070_icon.dat,5B5C7992,B5C8F7FD,117387,N,N,2,0,0,1
<b>,card/icon/10/113/card_10113080_icon.dat,5552E22A,CC70486B,29664,N,N,2,0,0,1
<b>,card/icon/10/114/card_10114000_icon.dat,FA9EE8B2,90DEB503,88161,N,N,2,0,0,1
<b>,card/icon/10/114/card_10114010_icon.dat,E4D6647C,18D95ED8,148175,N,N,2,0,0,1
<b>,card/icon/10/114/card_10114020_icon.dat,DE2C6B0D,DD804230,262289,N,N,2,0,0,1
<b>,card/icon/10/114/card_10114030_icon.dat,8C49FAFB,528D3A13,262469,N,N,2,0,0,1
<b>,card/icon/10/114/card_10114040_icon.dat,41B38F23,A031A113,114512,N,N,2,0,0,1
<b>,card/icon/10/115/card_10115000_icon.dat,3F4B709D,03473910,266308,N,N,2,0,0,1
<b>,card/icon/10/115/card_10115010_icon.dat,9D56C6F7,6CE71A91,294081,N,N,2,0,0,1
<b>,card/icon/10/115/card_10115020_icon.dat,8E9C8164,ABE032C2,291879,N,N,2,0,0,1
<b>,card/icon/10/115/card_10115030_icon.dat,06080C48,318304C3,236231,N,N,2,0,0,1
<b>,card/icon/10/116/card_10116000_icon.dat,1B4C8213,0FFCCF06,269856,N,N,2,0,0,1
<b>,card/icon/10/116/card_10116010_icon.dat,059B9F38,E8652385,295566,N,N,2,0,0,1
<b>,card/icon/10/116/card_10116020_icon.dat,D5EE71BA,0EF0486D,296604,N,N,2,0,0,1
<b>,card/icon/10/116/card_10116030_icon.dat,9C778E0B,CCE261E1,207353,N,N,2,0,0,1
<b>,card/icon/10/117/card_10117000_icon.dat,26D84B5A,C992E177,260481,N,N,2,0,0,1
<b>,card/icon/10/117/card_10117010_icon.dat,7FE5828E,94A71ADB,287435,N,N,2,0,0,1
<b>,card/icon/10/117/card_10117020_icon.dat,1D11FD86,2F8189E5,295885,N,N,2,0,0,1
<b>,card/icon/10/117/card_10117030_icon.dat,632DC999,5F7A5965,208566,N,N,2,0,0,1
<b>,card/icon/10/118/card_10118000_icon.dat,18AB2B5C,9E510175,271839,N,N,2,0,0,1
<b>,card/icon/10/118/card_10118010_icon.dat,8BDB848B,7BBB4F08,296338,N,N,2,0,0,1
<b>,card/icon/10/118/card_10118020_icon.dat,D2B7FBD5,65B1E9A9,288265,N,N,2,0,0,1
<b>,card/icon/10/118/card_10118030_icon.dat,E9A92D16,D71BA803,150024,N,N,2,0,0,1
<b>,card/icon/10/119/card_10119000_icon.dat,FA395297,C4E61984,255582,N,N,2,0,0,1
<b>,card/icon/10/119/card_10119010_icon.dat,C40D5D82,9BABC3E0,294464,N,N,2,0,0,1
<b>,card/icon/10/119/card_10119020_icon.dat,9468537C,59A8DA4F,294661,N,N,2,0,0,1
<b>,card/icon/10/119/card_10119030_icon.dat,55720D1F,338C8FAC,281690,N,N,2,0,0,1
<b>,card/icon/10/119/card_10119040_icon.dat,2658DEDA,8B8724C9,29918,N,N,2,0,0,1
<b>,card/icon/10/120/card_10120000_icon.dat,5C5EE095,34B8EDCF,91571,N,N,2,0,0,1
<b>,card/icon/10/120/card_10120010_icon.dat,653F4C86,F815215E,194762,N,N,2,0,0,1
<b>,card/icon/10/120/card_10120020_icon.dat,574562B9,A6A4F8D2,205151,N,N,2,0,0,1
<b>,card/icon/10/120/card_10120030_icon.dat,BEECCCBF,5B06AA0D,285077,N,N,2,0,0,1
<b>,card/icon/10/120/card_10120040_icon.dat,31B78CAA,0BB8EA46,118763,N,N,2,0,0,1
<b>,card/icon/10/120/card_10120050_icon.dat,D966AAD1,C7038628,91493,N,N,2,0,0,1
<b>,card/icon/10/121/card_10121000_icon.dat,8F1CB66A,188B3053,258311,N,N,2,0,0,1
<b>,card/icon/10/121/card_10121010_icon.dat,863D8858,C5A1EAE1,291158,N,N,2,0,0,1
<b>,card/icon/10/121/card_10121020_icon.dat,AE87CC3B,C7C5813B,283464,N,N,2,0,0,1
<b>,card/icon/10/121/card_10121030_icon.dat,0FF35EAA,B4F3C5C9,294593,N,N,2,0,0,1
<b>,card/icon/10/121/card_10121040_icon.dat,5790C231,4A7DCAFA,252297,N,N,2,0,0,1
<b>,card/icon/10/121/card_10121050_icon.dat,C6A905B4,1711577F,112902,N,N,2,0,0,1
<b>,card/icon/10/122/card_10122000_icon.dat,59DA5200,01520D52,555385,N,N,2,0,0,1
<b>,card/icon/10/122/card_10122010_icon.dat,072E16B5,7FD54805,176643,N,N,2,0,0,1
<b>,card/icon/10/122/card_10122020_icon.dat,6F0092ED,7203D19A,287113,N,N,2,0,0,1
<b>,card/icon/10/122/card_10122040_icon.dat,6559BC03,13937820,300811,N,N,2,0,0,1
<b>,card/icon/10/122/card_10122050_icon.dat,70B5EE28,FBD3C6BC,205108,N,N,2,0,0,1
<b>,card/icon/10/123/card_10123000_icon.dat,A1048D4A,EAFDF697,502470,N,N,2,0,0,1
<b>,card/icon/10/123/card_10123010_icon.dat,52FE1D4F,836C497C,498073,N,N,2,0,0,1
<b>,card/icon/10/123/card_10123020_icon.dat,B76D4630,DDF9F586,176839,N,N,2,0,0,1
